project_owner,project_name,p_of_chi_test,residual_1_1,residual_1_2,residual_2_1,residual_2_2,odds_ratio,p_of_odds_ratio
recurly,recurly-client-ruby,0.568138569013585,-0.283971851002438,0.512666271862083,0.25799226740015,-0.465764241879541,0.708513325191583,0.439061277344808
data-axle,cassandra_object,0.0769599946287532,1.4980039911318,-1.07619783705817,-0.573055476492946,0.411695207734452,2.14587783636834,0.0567594697863005
collective,collective.cover,0.460547087337759,-0.446400619894447,0.494360237870663,0.295242899436014,-0.326962695592412,0.907854360915669,0.425230538161623
enthought,encore,0.999999999999999,0.0556702214268901,-0.160458656022151,-0.046717412033695,0.13465391291113,1.12993152766761,0.841889710034484
alphagov,trade-tariff-backend,0.186846541827707,-0.433792767252235,0.94316491259522,0.444247104704597,-0.965895038622806,0.608865772918618,0.141853799671267
projecthydra,hydra-head,0.755084896002777,-0.148159439497438,0.358568582800318,0.099889073731804,-0.241746889207614,0.863831557628296,0.636618592256524
enthought,traitsui,0.327319386676899,0.569864049480192,-0.780318486528853,-0.456907720755958,0.625646663390774,1.90811902912323,0.229545995760588
Freeseer,freeseer,4.92621335900525e-11,-2.10798419182255,3.15182545483627,3.04540321037716,-4.55343991475,0.249710992884974,4.16267020852956e-12
openmicroscopy,ome-documentation,0.0298185830958786,-0.224165228133064,1.30491051426375,0.325895712432015,-1.89710395875303,0.398650780549208,0.015626791380739
CocoaPods,Xcodeproj,0.016968968671393,-0.992494556054138,2.03131630096652,0.501554886523397,-1.02652111350101,0.513242235321656,0.0148812252842584
leonardofl,radar_parlamentar,0.0121513969296895,-0.757900556515496,2.63041227493751,0.249196167938628,-0.864874228390615,0.240347868838587,0.0148378048976926
alphagov,design-principles,0.393885495247321,-0.213046103809304,0.982094012761461,0.0865191391219857,-0.398833524770931,0.636120765624979,0.291107632876897
dimagi,casexml,0.154965986844294,0.676427931337544,-1.01513194383373,-0.489381274850229,0.734426450770914,1.28982017065006,0.132298667193258
dimagi,dimagi-utils,0.686366551421671,0.0998541935884685,-0.508546144080076,-0.0801971648655416,0.408435114168657,1.41277859984267,0.527759359292459
omaciel,robottelo,3.06772929745797e-07,-1.27472410242857,2.57858570182296,1.9461272060187,-3.93673876394732,0.137135584319946,1.02614747810037e-08
rapid7,metasploit_data_models,0.205334249596937,0.57203755040437,-1.19255134343925,-0.245815851367033,0.512462903141919,1.73985300692719,0.147421100280543
mysociety,theyworkforyou,0.0959560126109702,-0.609162481180861,1.39339081562733,0.371197598505686,-0.849072850872412,0.67530791497252,0.0805512520937957
ctn-waterloo,nengo,0.593172211575646,0.361913928970031,-0.424719986613021,-0.238386316039655,0.279755557475306,1.19525270523353,0.508954163287487
mysociety,alaveteli,0.127011727155633,0.738535946337391,-1.1104765504579,-0.493740603949875,0.74239766583383,1.29078255566825,0.108276806364584
alphagov,feedback,0.43433586754849,0.274843111856065,-0.797360873423866,-0.163987164326852,0.475751230201613,1.51140021080004,0.336324032810061
TMXCredit,pg_power,0.4711207964875,-0.355964855400144,0.648598834326543,0.289524067447621,-0.527537957209049,0.64833554787799,0.352648577221906
alphagov,support,0.7387896148773,-0.127082895942229,0.504976223115035,0.0747514904009346,-0.297032303324628,0.726283034121078,0.54492554339495
SimTk,msmbuilder,0.0306493306076345,-1.1375514369315,1.21457257078282,1.03381996792721,-1.10381766960713,0.67614989976683,0.0250305042683899
square,dagger,0.383271000209,0.271301740010957,-0.616605509811607,-0.278033225719101,0.631904605116678,1.1953371809175,0.336823136334468
spotify,luigi,0.101469615994093,-0.348208034603373,1.05405656702262,0.44145993192886,-1.33633832101836,0.55446236997517,0.0721036118095528
