'ghtorrent_id','travis_id','slug','nr contributors','changesLastMonth','age_in_days','language','commit_passed','commit_failed','pr_passed','pr_failed','p_of_chi_test','residual_1_1','residual_1_2','residual_2_1','residual_2_2','odds_ratio','p_of_odds_ratio'
63,133943,'pculture/unisubs',15,339,930,'Python',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
127,26202,'mozilla/addon-sdk',17,176,1345,'Python',0,100,0,57,'NA','NA','NA','NA','NA','NA','NA'
190,326498,'Netflix/SimianArmy',47,15,608,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
310,101,'intridea/grape',14,44,1312,'Ruby',267,86,376,61,'0,0002687113','-1,1985098075','2,5066194852','1,0771798641','-2,2528643649','0,5044771131','0,0002054341'
312,122078,'Katello/katello',36,568,693,'Ruby',2985,1545,1682,324,'1.80648308274764e-49','-4,3891089802','6,9357050215','6,5956864401','-10,422556325','0,3723335483',0
340,389878,'netty/netty',16,675,1213,'Java',2,1,12,17,'NA','NA','NA','NA','NA','NA','NA'
418,140071,'sunpy/sunpy',15,205,943,'Python',421,281,226,80,'3.23687466640378e-05','-1,3939399051','1,8661329897','2,1113094613','-2,8265093945','0,5311488097','1.90102357028321e-05'
474,26414,'mozilla/mozbase',17,43,891,'Python',15,5,315,11,'8.79507435875781e-05','-0,9330589768','4,2374645121','0,2311081671','-1,0495720861','0,1051106499','0,0012102029'
489,577,'Shopify/active_merchant',273,196,2116,'Ruby',669,190,918,200,'0,0222760163','-0,7824408913','1,5783659342','0,685846962','-1,3835134295','0,7671959465','0,019614056'
587,27290,'heroku/heroku-buildpack-ruby',44,261,1017,'Ruby',81,125,342,322,'0,0029083688','-1,9143443974','1,8622436142','1,0662760196','-1,0372562592','0,6107951213','0,0022370585'
608,1507,'errbit/errbit',10,45,1310,'Ruby',151,51,544,141,'0,1877874086','-0,5782714727','1,1002048526','0,3140235126','-0,5974532874','0,7666088657','0,1617841681'
613,94717,'MovingBlocks/Terasology',64,444,1098,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
657,54362,'spree/spree_reviews',33,77,757,'Ruby',17,15,59,28,'0,2062321712','-0,7602703296','1,010742693','0,4610875596','-0,6129936465','0,5407709424','0,150065954'
687,807414,'gwu-libraries/launchpad',10,147,654,'Python',124,9,114,30,'0,0014228278','0,9097947111','-2,2474993917','-0,8743553712','2,1599522847','3,5695994199','0,0007020671'
714,21724,'puppetlabs/puppet-docs',150,224,1269,'Ruby',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
750,322930,'ros/rosdistro',18,1161,785,'Python',2878,246,2838,105,'1.03328003608525e-12','-1,2029858023','4,854595552','1,2394268021','-5,0016515815','0,4332765615','3.41948691584548e-13'
772,26398,'mozilla/socorro',18,300,925,'Python',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
774,26349,'mozilla/Socorro-Tests',40,17,1035,'Python',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
807,380238,'openmicroscopy/bioformats',47,233,884,'Java',1091,115,512,38,'0,0856436178','-0,2990166272','0,9678685639','0,442779645','-1,4332062502','0,7061351292','0,0677293321'
847,7776,'puppetlabs/puppet',195,481,1269,'Ruby',1679,426,1240,60,'1.8505861618088e-36','-2,9555238164','7,2432483511','3,7608744653','-9,2169610065','0,1912340405',0
853,323760,'rapid7/metasploit-framework',65,444,919,'Ruby',4428,240,1966,89,'0,17454276','-0,1735625134','0,7651459745','0,2615865688','-1,1531978082','0,8361838401','0,154365829'
860,26337,'mozilla/bedrock',18,483,1057,'Python',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
937,20833,'grails/grails-core',11,406,1485,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
961,74567,'ipython/ipython',14,543,1396,'Python',3570,845,1506,126,'1.05655806720474e-26','-2,2349702471','5,1100239751','3,676012866','-8,404816083','0,3538852292',0
1008,137221,'zendframework/zf2-documentation',12,191,605,'Python',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
1113,3323,'travis-ci/travis-core',39,181,850,'Ruby',499,229,1794,659,'0,0174137157','-1,1250837432','1,807924932','0,612917138','-0,9849117292','0,8002681766','0,0161507473'
1142,12292,'saltstack/salt',15,2215,1110,'Python',0,0,2754,5024,'NA','NA','NA','NA','NA','NA','NA'
1282,28402,'Pylons/pyramid',19,68,1229,'Python',218,23,452,55,'0,6762726884','0,1450412706','-0,4250907898','-0,0999991105','0,2930800366','1,1488518548','0,5944623478'
1299,155448,'ooici/coi-services',43,464,860,'Python',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
1301,2734,'heroku/heroku',32,85,1814,'Ruby',153,127,881,350,'5.67983644902596e-08','-2,7891545163','4,1065172763','1,3302172139','-1,9585003048','0,4788105728','7.93369442364522e-08'
1334,891,'rails/rails',37,1095,2155,'Ruby',2450,1337,5767,3715,'3.60983330168762e-05','2,1651517462','-2,7612982149','-1,3683147756','1,745062513','1,1803812726','3.15365089225139e-05'
1523,26480,'mozilla/marketplace-tests',40,59,748,'Python',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
1528,54334,'spree/spree-guides',51,153,1295,'Ruby',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
1678,265,'cucumber/cucumber',33,75,2149,'Ruby',256,137,381,184,'0,5027173301','-0,3288705088','0,4632784834','0,2742817941','-0,3863795938','0,9024050971','0,4601567801'
1799,142234,'Theano/Theano',10,112,939,'Python',1168,532,594,66,'2.35338647297077e-26','-2,8416402253','4,8777715005','4,5605958191','-7,828416882','0,2445307086',0
1957,125041,'Bukkit/CraftBukkit',14,49,1158,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
1958,245044,'infinispan/infinispan',29,187,1218,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
1965,38083,'cakephp/docs',30,433,1079,'Python',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
2093,27342,'fog/fog',53,282,1753,'Ruby',1393,550,968,276,'0,0001417522','-1,2234513465','2,0684483132','1,5290191101','-2,5850615215','0,7223916353','0,0001101374'
2244,1116,'thoughtbot/factory_girl',81,27,2102,'Ruby',78,20,311,57,'0,3114734613','-0,4208940813','0,9460242231','0,2172010634','-0,4881928171','0,7124910637','0,2514411716'
2247,190514,'newrelic/rpm',13,96,1952,'Ruby',49,17,152,38,'0,4195543356','-0,3917844713','0,7489691033','0,230909811','-0,4414271792','0,7190505082','0,3330980346'
2281,169501,'gradle/gradle',15,687,1639,'Java',0,0,51,2,'NA','NA','NA','NA','NA','NA','NA'
2309,,'BroadleafCommerce/DemoSite',14,72,695,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
2532,,'OpenMRS/openmrs-module-htmlformentry',23,16,857,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
2713,,'openshift/rhc',12,56,961,'Ruby',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
2719,7939,'mperham/sidekiq',13,146,780,'Ruby',462,124,594,115,'0,0271675859','-0,7250845866','1,5241288431','0,6591956968','-1,3856303021','0,7215827826','0,023118635'
2812,42,'diaspora/diaspora',28,205,1268,'Ruby',1308,917,876,1525,'7.39192971348801e-52','7,9463259073','-7,5148421093','-7,6495396611','7,2341712928','2,4824826555',0
2863,155446,'ooici/ion-definitions',44,119,863,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
2888,83708,'fluent/fluentd',11,67,991,'Ruby',124,26,172,35,1,'-0,033154947','0,0730347044','0,0282233652','-0,0621712691','0,969312828','0,9131998644'
2980,419591,'technicalpickles/homesick',14,16,1463,'Ruby',54,6,68,1,'NA','NA','NA','NA','NA','NA','NA'
3329,237140,'opscode-cookbooks/windows',29,12,722,'Ruby',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
3450,882129,'pentaho/big-data-plugin',52,40,643,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
3465,37770,'Netflix/servo',104,33,811,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
3479,419,'github/github-services',33,67,1392,'Ruby',0,0,1,2,'NA','NA','NA','NA','NA','NA','NA'
3594,806865,'droolsjbpm/jbpm',55,123,1261,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
3671,7583,'NoamB/sorcery',12,15,1132,'Ruby',56,51,90,73,'0,7343301112','-0,2444294431','0,2652278371','0,1980394014','-0,2148904871','0,8910248371','0,644782456'
3680,108071,'ceylon/ceylon-lang.org',16,48,960,'Ruby',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
3721,108068,'ceylon/ceylon-spec',16,66,1137,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
3732,108072,'ceylon/ceylon-ide-eclipse',15,460,945,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
3918,118377,'Yelp/mrjob',13,30,1240,'Python',188,31,136,0,'NA','NA','NA','NA','NA','NA','NA'
3923,20763,'mongodb/docs',18,705,895,'Python',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
3932,237084,'opscode-cookbooks/mysql',34,38,722,'Ruby',28,61,27,43,'0,4425925347','-0,5021446223','0,3651686543','0,566206433','-0,4117555621','0,7326634314','0,35604466'
3944,14107,'Kozea/WeasyPrint',15,15,940,'Python',0,0,38,154,'NA','NA','NA','NA','NA','NA','NA'
4023,192806,'allegro/ralph',10,77,658,'Python',54,15,33,11,'0,8631250362','0,1202020297','-0,2198795065','-0,1505254757','0,2753486558','1,2010549986','0,6906916801'
4068,10075,'jruby/jruby',22,651,1796,'Ruby',293,307,1651,1330,'0,0038043346','-1,8129231479','1,975618957','0,8133435582','-0,8863348422','0,7688825064','0,0033721327'
4095,84396,'elasticsearch/elasticsearch',10,1623,1487,'Java',14,3,11,61,'NA','NA','NA','NA','NA','NA','NA'
4114,7722,'CocoaPods/CocoaPods',48,62,935,'Ruby',225,226,776,627,'0,050578977','-1,1856229762','1,2843669752','0,6722116615','-0,7281964636','0,8045322543','0,0449825144'
4179,188123,'meltmedia/cadmium',40,16,680,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
4563,,'voldemort/voldemort',18,43,1740,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
4573,47426,'infochimps-labs/ironfan',16,23,1392,'Ruby',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
4660,11495,'twitter/twitter-cldr-rb',226,42,740,'Ruby',136,39,274,105,'0,2121637018','0,570049065','-0,9618844857','-0,3873572216','0,6536154951','1,333139346','0,1769936926'
4751,875464,'Catrobat/Catroid',166,495,646,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
4765,453806,'bigbluebutton/bigbluebutton',15,113,1381,'Java',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
4779,25041,'sunlightlabs/openstates',12,321,1834,'Python',0,0,0,0,'NA','NA','NA','NA','NA','NA','NA'
